int.rate,installment,log.annual.inc,dti,fico
0.1979,370.57,11.90496755,11.58,662
0.1474,435.17,11.15625052,18.77,687
0.0963,224.66,10.1266311,21.36,732
0.16,70.32,10.1266311,18.72,687
0.1379,204.46,10.59663473,0.3,722
0.1505,180.4,10.12647109,5.95,692
0.1316,149.44,11.26446411,15.83,697
0.0963,208.62,10.82774645,14.81,737
0.1853,233.08,9.809176873,0.99,667
0.2011,186.09,10.96819829,11.01,677
0.1347,271.39,11.25161265,7.84,697
0.1663,212.82,11.37939407,9.17,662
0.1758,74.58,9.903487553,18.36,677
0.1474,863.42,11.69524702,24.18,697
0.1505,131.83,10.55059079,12.19,712
0.1095,147.22,11.06663836,7.52,732
0.1284,336.18,10.83958091,20,702
0.0768,405.48,10.73630972,23.64,712
0.1411,246.45,10.4341158,19.91,702
0.1442,859.57,12.54254488,5.58,737
0.1316,185.74,10.59653473,20.79,687
0.1126,164.32,11.21182037,17.94,717
0.1284,141.2,10.73639668,18.37,702
0.1158,184.88,11.19821472,3.4,712
0.1221,266.52,11.31260693,6.03,712
0.1347,288.35,10.21464198,20,687
0.1316,135.09,9.852194258,24.25,682
0.1347,220.5,10.13399909,19.44,722
0.1565,160.07,11.15625052,14.31,682
0.1884,146.31,10.86513399,17.16,682
0.1442,330.08,11.08214255,17.34,687
0.0932,223.63,10.95954023,22.04,737
0.16,210.95,10.45966888,15.62,662
0.1316,168.86,10.68464561,14.15,677
0.1316,135.09,10.49127422,3.67,677
0.1221,333.15,11.15619338,15.82,707
0.1316,540.33,12.67608877,1.72,722
0.1316,363.03,11.35040654,7.45,702
0.1253,174.03,11.15625052,9.48,692
0.1442,137.54,10.59663473,22.32,707
0.1095,107.96,11.28616287,23.17,722
0.1284,268.95,11.21187442,13.83,722
0.1253,502,11.08214255,14.7,722
0.1253,361.44,11.35040654,1.37,732
0.1158,79.24,10.1266311,19.54,727
0.1442,464.17,11.69524702,23.39,682
0.1474,690.74,12.01609788,12.38,682
0.1474,103.62,11.03495418,22.08,662
0.1379,85.19,10.49127422,19,707
0.1347,210.32,11.47210347,7.13,707
0.1379,238.53,10.9331784,22.28,732
0.1739,35.85,10.1266311,3.02,672
0.1411,239.61,10.81977828,21.67,677
0.1411,102.69,9.392661929,5.1,672
0.1442,326.64,10.95080655,15.07,672
0.1537,167.27,11.23848862,12.77,672
0.1253,602.4,11.51292546,3.66,717
0.1253,267.73,10.91508846,16.25,717
0.1253,742.95,11.75981679,20.61,717
0.0768,31.2,11.75978554,14.31,792
0.1347,220.5,10.57131693,17.69,727
0.1095,163.57,11.51292546,11.27,727
0.1347,149.26,10.54534144,19.11,672
0.1189,99.5,10.75790288,24.59,702
0.1189,49.75,10.26548829,16.29,692
0.1284,336.18,11.53272809,8,707
0.1411,684.58,11.31447453,13.21,697
0.1347,135.7,10.858999,16.71,677
0.1221,59.97,10.40426284,1.93,687
0.1347,488.49,11.54248427,8.63,687
0.1221,166.58,11.47210347,6.4,707
0.1158,313.63,11.00209984,7.14,732
0.1158,99.05,10.91508846,7.55,712
0.1158,99.05,9.798127037,22.27,727
0.1537,69.7,9.61580548,1.28,672
0.1284,285.76,10.59663473,18.65,707
0.1442,773.61,12.3327053,15.11,702
0.1221,239.87,10.34174248,0.46,722
0.1442,859.57,11.15625052,14.61,712
0.1253,40.16,11.60823564,5.05,707
0.1347,339.23,12.5425306,16.82,702
0.1474,234.85,10.6454249,24.6,672
0.16,193.37,10.51867319,16.61,667
0.1284,168.09,10.30895266,12.8,717
0.0963,128.38,11.59906646,24.5,722
0.1189,530.63,11.1124479,21.62,727
0.1442,41.26,11.08992755,14.49,672
0.1411,136.92,11.09437512,16.63,687
0.1221,199.89,12.3883942,13.13,692
0.1442,68.77,10.27505111,1.61,697
0.1221,199.89,10.81977828,0.79,737
0.1979,787.46,11.28978191,19.2,692
0.1442,51.58,11.00209984,13.54,697
0.16,175.79,10.83368119,5.82,677
0.1853,500.74,11.00209984,3.84,677
0.1411,513.44,12.23442684,23.46,697
0.1284,168.09,10.30895266,13.8,687
0.1253,368.13,10.89673933,11.36,712
0.1411,470.65,11.56171563,13.97,687
0.1253,803.19,11.55022125,3.79,727
0.1158,330.14,10.71441777,21.87,712
0.1979,296.46,11.35040654,9.94,692
0.1158,825.34,12.20607265,4.85,762
0.1821,174.05,10.59563423,13.27,667
0.1253,836.66,11.42954386,18.43,727
0.1284,268.95,10.75790288,14.17,687
0.1411,410.75,11.30220443,9.97,672
0.1411,51.35,10.46321762,6.1,677
0.1537,320.59,11.57119437,5.48,692
0.1505,249.78,10.57131693,18.98,677
0.1632,423.77,10.71441777,13.6,667
0.1758,359.42,11.56171563,15.89,662
0.1322,405.61,10.89673933,20.91,697
0.1632,670.96,11.46163217,20.7,667
0.1505,867.29,11.44035477,1.69,737
0.1442,343.83,10.57131693,11.91,682
0.1442,275.07,10.46310334,8.4,692
0.1253,167.34,10.81977828,15.58,707
0.1322,169.01,11.28978191,11.85,687
0.0963,89.87,10.57131693,21.17,717
0.1505,173.46,11.58988651,8.2,662
0.1505,333.04,11.28978191,24.27,667
0.1183,497.01,12.1547583,16.26,767
0.1411,171.15,10.46310334,16.87,677
0.1758,646.96,10.77895629,13.82,677
0.1379,545.21,11.63558548,18.34,692
0.1979,555.86,12.94800999,8.76,682
0.1379,153.34,10.98549609,18.83,667
0.179,252.7,9.942708266,14.08,677
0.1442,103.15,9.392661929,4.7,702
0.16,878.94,12.40901349,17.93,692
0.1284,336.18,12.24047407,3.74,697
0.1126,249.77,11.43496392,2.98,727
0.1379,109.05,10.95080655,15.16,682
0.1347,364.67,10.23995979,16.54,697
0.1461,689.51,11.91839057,16.8,722
0.1496,131.66,10.20359214,4.44,702
0.1221,399.78,10.81977828,24.74,737
0.1126,164.32,9.685977478,11.93,717
0.1726,143.14,10.30895266,8.96,717
0.1632,367.26,11.09741002,8.87,667
0.1568,875.04,11.92503512,12.96,717
0.2011,902.54,11.91839057,15.19,687
0.1221,319.83,11.48246626,23.72,712
0.1189,348.23,11.06264603,11.2,722
0.1442,111.75,11.0806029,24.73,682
0.1287,336.34,10.81977828,20.69,702
0.1148,417.88,10.63585545,16.07,737
0.2017,55.88,10.57131693,17.32,677
0.1218,166.5,11.91839057,20.18,702
0.1287,465.82,10.6561293,21.14,702
0.1392,512.06,11.33857208,11.95,702
0.0859,63.23,10.04324949,5.63,737
0.1322,475.75,11.55760242,23.71,692
0.1982,166.83,10.85892207,23.52,682
0.1287,672.67,11.60823564,23.4,717
0.1461,549.88,10.79507567,21.45,687
0.1183,314.78,10.91508846,13.7,732
0.1496,388.04,10.75790288,16.09,687
0.1183,331.34,11.27720313,22.98,717
0.1357,244.58,10.54275916,16.31,682
0.167,248.51,10.95080655,0.21,672
0.1913,691.27,11.6784399,20.82,682
0.16,263.68,11.45105006,11.53,672
0.1426,343.06,11.56171563,15.92,687
0.1704,120.41,10.1266311,22.75,677
0.1253,669.33,11.39751461,18.36,727
0.1531,348.16,10.6454249,17.45,687
0.1565,314.88,10.51856508,16.35,677
0.1218,179.82,11.09011072,18.42,712
0.1253,669.33,10.78931908,21.06,727
0.1253,669.33,11.03488966,6.89,732
0.1739,716.95,11.7829526,17.68,672
0.1357,169.85,10.6214249,18.53,712
0.1426,171.53,10.55302239,19.99,707
0.1496,623.61,12.61153775,16.76,767
0.1287,201.8,11.3736634,9.09,712
0.1114,403.49,11.35040654,23.1,762
0.1496,97.01,9.708931458,16.18,677
0.1461,172.38,10.30226367,20.21,667
0.1774,180.11,10.96812932,2.05,687
0.1531,121.86,11.15619338,17.52,682
0.1392,170.69,10.46310334,3.22,682
0.1392,682.74,11.46163217,24.97,712
0.1114,98.42,10.61643736,20.94,732
0.1496,692.9,11.22524339,0.98,682
0.1392,409.65,10.50506754,18.74,682
0.1565,41.99,10.59653473,12.33,667
0.1392,512.06,11.18976142,16.68,697
0.1843,727.4,11.75587164,1.77,752
0.1843,290.96,11.51292546,24.55,672
0.1218,199.8,10.6454249,6.54,702
0.1739,215.09,12.22098096,3.04,687
0.1531,121.86,11.55218464,19.19,662
0.2052,681.19,13.01700286,14.1,697
0.1809,542.93,11.26446411,20.42,712
0.1322,40.57,10.0762637,8.78,682
0.1392,512.06,11.98292909,13.47,692
0.1287,100.9,9.629050707,13.58,712
0.1461,379.23,10.1266311,10.03,677
0.1183,662.68,11.72212424,19.22,737
0.1426,120.08,11.35035948,17.89,672
0.1148,464.86,10.58354949,14.65,722
0.1392,238.96,10.30895266,3.6,692
0.1392,204.83,9.952277717,7.6,707
0.1809,723.91,11.18731997,24.13,692
0.1461,258.57,11.2515607,12,672
0.1496,173.23,10.71441777,20.67,662
0.1461,189.62,10.73639668,4.02,722
0.2017,745.01,12.3883942,6.46,697
0.1392,119.48,11.28978191,0.6,702
0.16,369.16,11.45100751,17.8,662
0.1392,409.65,11.28978191,8.36,717
0.16,79.99,11.51292546,24.6,702
0.1392,273.1,10.50506754,7.33,722
0.1739,358.48,12.20607265,10.8,687
0.1531,278.53,11.05879518,17.37,667
0.1287,67.27,11.08980542,4.03,687
0.1357,489.15,11.00209984,18.18,692
0.1253,435.07,12.48370438,10.06,707
0.1531,69.64,11.1844214,21.2,667
0.1461,172.38,10.89673933,12.38,717
0.1287,336.34,11.51288546,15.29,707
0.1183,132.54,10.71441777,1.57,727
0.1322,243.37,10.82804224,12.62,692
0.1565,839.67,12.69158046,5.32,682
0.1565,874.66,11.75978554,21.02,692
0.2086,940.14,12.56994115,18.64,682
0.1531,174.08,10.49127422,3.23,667
0.1253,100.4,11.69524702,3.48,702
0.1322,261.96,10.71441777,17.6,702
0.1287,141.26,10.08580911,7.15,732
0.2086,827.33,12.30138283,10.81,667
0.1357,543.5,12.0076461,6.67,732
0.1982,926.83,11.60823564,16.2,737
0.1287,100.9,10.67581553,14.02,707
0.1704,535.12,11.40756495,20.44,662
0.1357,475.56,11.04132055,19.25,707
0.1287,67.27,9.729134165,6.64,722
0.1461,103.43,10.49127422,22.13,667
0.1426,171.53,11.22251969,9.56,682
0.1947,405.87,10.81985828,3.17,672
0.1461,258.57,11.45143297,23.88,672
0.1287,840.83,11.00209984,13.18,732
0.16,527.36,11.46167427,12.04,667
0.1704,713.49,12.86099861,6.18,667
0.1531,292.45,11.22524339,13.44,677
0.1357,679.37,11.00209984,21.22,712
0.1531,522.23,11.32664408,5.39,677
0.1843,363.7,11.09741002,9.24,697
0.1357,611.44,11.49272276,6.27,702
0.1913,881.3,11.55166529,16.52,672
0.1183,828.35,12.4292162,15.7,757
0.1287,168.17,12.59473064,9.27,692
0.0894,127.09,11.28978191,15.31,727
0.1982,926.83,11.58710486,20.28,687
0.16,210.95,10.81977828,13.75,662
0.0894,317.72,11.6784399,7.03,737
0.1461,861.88,11.69524702,0.24,717
0.1322,67.61,10.59663473,24.54,677
0.1947,553.45,10.74073508,4.6,752
0.1114,393.65,11.69524702,15.35,737
0.1183,256.79,10.73630972,13.31,722
0.1322,540.81,11.08214255,16.83,707
0.167,568.03,11.91839057,15.7,687
0.1322,794.32,10.858999,19.62,717
0.1496,346.45,11.01862914,16.19,672
0.1565,279.89,10.91508846,9.21,667
0.1704,178.38,9.903487553,0.6,687
0.16,175.79,11.26070062,22.9,672
0.1322,169.01,10.26813067,5.46,697
0.1635,169.58,10.81977828,6.96,732
0.1287,252.25,10.54323396,15.08,697
0.1461,110.33,10.24131601,21.19,677
0.2121,94.47,11.37641822,5.21,687
0.0859,47.42,10.66895539,14.6,727
0.1357,81.53,11.40756495,11.43,692
0.1392,102.42,9.574983486,9.31,687
0.1913,183.61,10.94199592,22.73,672
0.1218,133.2,11.15625052,22.75,697
0.1287,840.83,10.73639668,17.82,727
0.1357,169.85,11.12136326,8.77,727
0.0859,237.08,10.96819829,24.66,752
0.2052,187.14,12.08953883,0.17,707
0.1426,494.01,11.15625052,24.41,687
0.0859,31.62,11.69524702,12.05,807
0.1148,276.94,11.47210347,15.16,727
0.1531,69.64,10.30895266,2.56,702
0.1531,149.71,11.05643019,5.13,672
0.16,852.57,11.5228758,24.84,682
0.1218,333,11.09741002,12.45,712
0.16,281.26,10.85127695,20.26,677
0.2121,340.06,11.40756495,10.24,682
0.1843,881.97,12.30138283,16.71,727
0.1774,871.71,11.51292546,0.22,727
0.0859,158.06,11.51292546,19.08,737
0.1947,885.52,11.26446411,12.14,682
0.1461,78.44,10.7254676,19.94,667
0.1565,87.47,9.878169745,5.29,717
0.1287,538.14,11.58988651,22.31,712
0.1496,83.15,10.16585182,19.62,687
0.1287,67.27,10.86696717,10.49,687
0.1565,174.94,10.34415892,23.48,662
0.1392,102.42,9.773834344,5.87,732
0.1531,522.23,11.60823564,11.18,697
0.1531,167.12,11.48834585,6.27,662
0.1565,314.88,10.08580911,10.35,662
0.1287,100.9,11.40756495,1.65,687
0.167,710.03,11.28978191,23.41,677
0.16,878.94,11.69524702,20.15,742
0.1774,172.91,9.546812609,9.51,692
0.16,316.42,11.47626148,16.07,667
0.1878,913.63,11.73606902,18.59,697
0.1322,219.71,10.77895629,18.25,707
0.1392,327.72,11.08214255,13.51,687
0.0894,111.21,12.69207904,9.73,727
0.1392,512.06,11.9511804,19.35,687
0.1357,203.82,9.980448594,3.89,712
0.2121,188.93,11.00209984,0.36,662
0.1774,900.53,12.70684793,13.19,732
0.1531,139.27,10.55581274,8.34,667
0.1148,403.87,11.59945172,12.34,727
0.1357,679.37,11.51292546,14.6,707
0.1531,174.08,11.22364211,8.06,707
0.1183,165.67,9.903487553,16.74,717
0.1878,913.63,11.28978191,11.64,702
0.1287,840.83,11.28978191,11.38,717
0.1322,270.41,11.32297488,9.5,732
0.1287,639.04,11.28978191,21.3,722
0.1322,253.51,10.33136626,16.51,687
0.1565,139.95,10.63585545,9.95,727
0.1322,371.81,10.77895629,20.38,702
0.1565,188.93,10.61643736,3.71,662
0.0859,379.33,12.01370075,10.21,807
0.1287,336.34,10.93310697,16.22,712
0.1148,428.59,11.22524339,15.44,732
0.1218,59.94,10.37349118,10.31,712
0.1843,363.7,11.05089001,15.58,717
0.1357,254.77,11.04802877,3.38,692
0.1913,918.02,11.14908203,17.56,802
0.1704,256.86,12.25486281,17.94,687
0.1461,517.13,11.51292546,11.12,682
0.1531,167.12,10.74103806,22.62,662
0.1348,678.49,11.06663836,4.29,727
0.1114,32.81,10.97934285,14.62,717
0.1426,411.67,11.40756495,16.4,712
0.1253,481.92,12.61153775,3.76,717
0.1565,209.92,10.858999,22.45,667
0.1357,203.82,11.08214255,8.81,692
0.1218,333,11.69524702,8.71,717
0.1565,848.42,10.62132735,10.86,722
0.1426,171.53,10.69194491,8.89,707
0.1565,419.84,11.35040654,23.89,692
0.0774,156.1,12.4874851,11.09,762
0.1531,174.08,10.59663473,21.99,662
0.2086,300.85,11.54853389,17.12,667
0.1774,900.53,12.56024446,15.12,677
0.1461,330.97,11.47210347,10.45,682
0.1357,407.63,10.90824693,13.77,727
0.1496,346.45,10.71441777,17.79,672
0.1287,504.5,11.1844214,18.25,702
0.1148,725.31,11.47210347,19.98,807
0.1114,498.62,11.46163217,14.5,762
0.1426,144.09,10.49127422,24.7,682
0.1531,208.9,10.71441777,21.95,677
0.1253,200.8,11.40756495,7.56,697
0.1253,836.66,11.53272809,23.74,727
0.1461,172.38,10.51867319,6.36,667
0.1739,172.07,11.60823564,13.76,667
0.1114,328.04,10.30895266,10.52,737
0.1253,167.34,11.87756858,8.5,702
0.1426,411.67,10.6454249,9.14,677
0.1496,415.74,10.65725935,12.42,697
0.1496,424.41,10.91508846,21.36,672
0.1461,517.13,11.3083583,18.2,682
0.1148,453.32,10.83958091,21.79,722
0.1531,348.16,10.858999,19.48,707
0.1148,32.97,11.40645322,20.5,732
0.1253,284.47,10.59663473,15.6,702
0.1322,331.25,10.46310334,13.06,702
0.16,351.58,11.32659589,16.99,677
0.1287,322.88,10.89951325,15.38,712
0.1392,409.65,11.88448902,23.26,707
0.1461,124.12,10.23995979,0,692
0.1565,332.37,10.71441777,18.72,667
0.16,527.36,11.07045918,12.89,672
0.167,284.02,10.77895629,0.72,712
0.1565,524.8,11.28978191,17.27,737
0.1148,395.63,11.23848862,5.1,737
0.1392,170.69,10.30895266,10.8,702
0.1218,299.7,9.980448594,6.17,737
0.1913,367.21,10.49127422,17.4,682
0.1392,682.74,11.60823564,18.57,692
0.1531,87.04,10.32088123,22.81,672
0.167,177.51,10.49127422,2.67,692
0.16,351.58,11.01862914,8.79,702
0.1218,299.7,10.858999,16.25,717
0.1739,716.95,11.56171563,21.58,667
0.167,511.22,10.91508846,16.97,712
0.1287,807.2,11.56171563,19.06,717
0.1426,514.59,11.51292546,9.65,682
0.16,275.99,10.42228135,17.18,662
0.1218,159.84,11.53272809,17.21,697
0.1565,586.02,11.40756495,22.09,697
0.1739,537.71,10.91508846,5.78,767
0.2052,898.27,11.73606902,16.62,762
0.1114,152.54,9.980448594,22.11,722
0.0894,444.81,11.22524339,20.18,747
0.1287,168.17,12.4292162,7.55,697
0.1878,146.18,10.49127422,19.2,677
0.1148,659.37,11.76998337,17.4,757
0.0894,54.02,9.655026193,24.15,727
0.1287,622.22,11.26061054,18.24,737
0.16,87.9,10.18111929,5.82,662
0.1461,168.93,10.5789798,2.63,667
0.1635,379.79,12.07254125,17.74,722
0.1496,97.88,10.79020528,13.6,677
0.167,639.03,11.77528973,19.1,687
0.1645,176.89,10.73639668,10.75,672
0.1496,138.58,9.92329018,4.76,672
0.1913,110.17,9.980448594,5.33,672
0.1496,692.9,12.34583459,10.12,687
0.209,526.73,10.91508846,13.81,662
0.1357,254.77,10.53209621,13.02,687
0.1496,225.2,11.69524702,9.66,667
0.1496,86.62,11.35040654,11.21,667
0.1531,167.12,10.95619516,24.39,667
0.1287,336.34,11.56347598,5.59,732
0.1357,339.69,10.37349118,22.95,687
0.1774,432.26,10.27642947,11.36,682
0.1774,86.46,10.81977828,12.02,677
0.1704,231.89,11.15625052,20.81,672
0.1635,211.98,9.798127037,10.6,667
0.1357,823.74,12.20607265,14.3,722
0.1287,67.27,10.13459927,13.24,682
0.1461,172.38,10.30895266,4.4,697
0.1843,727.4,11.65268741,5.25,662
0.1426,514.59,11.28978191,17.86,782
0.1843,436.44,10.37349118,0,667
0.1392,136.55,10.34174248,13.24,682
0.1183,480.45,11.40756495,17.81,712
0.1531,870.39,11.91839057,22.7,762
0.1635,169.58,10.56617553,5.35,692
0.1183,331.34,11.08214255,23.54,722
0.1426,267.59,9.878169745,15.45,707
0.1496,554.32,11.15625052,17.06,692
0.1218,666,11.61728548,11.78,737
0.1531,87.04,11.91839057,22.82,667
0.1392,474.51,11.17605315,24.05,717
0.167,461.52,11.61186541,11.7,667
0.1461,744.67,12.3883942,13.86,697
0.1287,121.08,10.08580911,3.4,707
0.1322,338.01,11.28978191,16.84,697
0.1322,253.51,10.70324447,22.52,702
0.1218,466.2,10.73630972,5.32,727
0.1287,67.27,10.08580911,20.45,687
0.1287,840.83,11.28978191,12.97,732
0.1357,679.37,10.30895266,9.44,712
0.1218,199.8,10.40426284,4.51,727
0.1253,384.87,11.00209984,11.56,722
0.1136,213.93,10.7342204,2.43,702
0.1607,281.56,11.22524339,20.56,677
0.0988,233.53,11.73606902,7.97,727
0.1273,671.33,11.22524339,18.74,722
0.1062,390.72,11.58988651,13.68,737
0.1719,536.2,11.98292909,19.94,662
0.1062,398.86,11.15625052,24.27,717
0.1843,691.03,11.12726298,20.12,662
0.1533,362.22,11.12726298,24.78,682
0.1422,102.86,10.93310697,24.32,717
0.1947,922.42,11.56171563,19.81,662
0.1311,134.98,10.29552964,2.35,682
0.0788,437.93,11.82041016,15.87,757
0.157,840.26,12.18075484,11.42,702
0.1062,146.52,10.62132735,7.02,707
0.1099,98.21,11.08214255,19.57,687
0.1099,425.56,11.57119437,16.36,722
0.2017,149.01,10.59663473,12.39,677
0.1273,335.67,10.40426284,19.05,702
0.1533,870.71,11.85651517,23.82,707
0.1136,625.32,10.98529272,8.95,732
0.1496,831.52,12.76568843,11.38,717
0.1348,542.79,12.61153775,3.12,737
0.1607,114.38,10.64998591,16.64,672
0.1422,244.28,11.56171563,0.7,687
0.1533,870.71,11.8493977,23.81,712
0.1311,192.35,11.00209984,5.72,692
0.1025,323.85,11.17043516,13.98,732
0.1348,468.16,10.97287698,15.16,702
0.1311,236.22,10.85707407,13.11,687
0.1348,271.4,11.19821472,12.44,682
0.0788,78.21,10.81977828,20.38,732
0.157,262.59,10.66895539,21.35,662
0.1607,147.82,9.862665558,16.19,667
0.1607,87.99,10.77895629,14.2,667
0.2164,729.7,11.87756858,8.63,667
0.1459,137.86,10.08580911,1.15,732
0.1348,508.87,11.73606902,16.85,707
0.1311,337.45,10.69194491,23.62,702
0.1385,545.67,11.77528973,10.8,697
0.1533,870.71,11.84222921,16.16,707
0.1311,674.9,12.29225034,9.94,717
0.1385,136.42,11.00209984,18.18,677
0.1025,466.35,12.20607265,13.97,722
0.1533,696.57,11.80559508,17.21,682
0.1273,688.11,11.31447453,21.13,732
0.1867,547.36,11.40756495,15.76,667
0.0788,115.74,10.99909533,10.17,722
0.1348,508.87,10.93310697,17.76,717
0.1099,556.5,11.22524339,17.84,727
0.1385,511.56,12.32385568,12.33,687
0.1459,396.35,10.30895266,21.04,697
0.2164,551.08,11.00209984,24.06,662
0.1311,101.24,10.96819829,8.23,687
0.1979,37.06,10.6454249,22.17,667
0.1426,823.34,12.4292162,3.62,722
0.1671,113.63,10.6454249,28.06,672
0.1568,161.01,11.22524339,8,677
0.1565,69.98,10.11047245,7.02,662
0.1461,344.76,12.18075484,10.39,672
0.1253,257.7,11.14186178,0.21,722
0.1071,97.81,10.59663473,13.09,687
0.16,351.58,10.81977828,19.18,692
0.1392,853.43,11.26446411,16.28,732
